seed,episode,total_steps,return
123,1,69,-86.51496025152987
123,2,146,-371.119519857027
123,3,267,-302.2015940560173
123,4,359,-217.46314457428684
123,5,448,-326.61652039095924
123,6,540,-398.6753635173887
123,7,638,-124.90978521542264
123,8,701,-81.56500660027648
123,9,772,-88.8083347613322
123,10,921,-342.7225668682514
123,11,1028,-142.85360618023907
123,12,1107,-240.55978869157076
123,13,1234,-182.1740274681283
123,14,1330,-321.0388627785953
123,15,1431,-132.30682275573847
123,16,1503,-143.8022771780589
123,17,1619,-262.8908669125627
123,18,1693,-121.1763273351815
123,19,1816,-82.72599290675646
123,20,1928,-164.8196935100888
123,21,2042,-12.62039209114974
123,22,2105,-96.98009832473363
123,23,2206,-136.78044111744714
123,24,2281,-93.66289698041236
123,25,2344,-200.3618274123554
123,26,2418,-213.43060384627586
123,27,2505,-420.57129931239024
123,28,2620,-214.92176988362195
123,29,2714,-99.22805678389682
123,30,2832,-290.8837333084809
123,31,2929,-386.0428382639908
123,32,3016,-171.45955332735076
123,33,3080,-98.01244849664187
123,34,3201,-116.29264008084586
123,35,3333,-48.14544967006897
123,36,3393,-104.8625973976416
123,37,3478,-127.11691416788992
123,38,3572,-118.41678201748529
123,39,3660,-388.89838878584084
123,40,3795,-150.23110162474825
123,41,3894,-376.679960037052
123,42,4012,-193.34929045055054
123,43,4111,-295.0049922226802
123,44,4212,-134.93001730736373
123,45,4281,-84.59582247030652
123,46,4350,-97.58123185358717
123,47,4438,-86.1464125362915
123,48,4520,-117.74012235964963
123,49,4601,-80.26710378837544
123,50,4674,-87.59985971153473
123,51,4735,-127.54369304191887
123,52,4817,-282.82341010742607
123,53,4917,-296.33195780625624
123,54,4982,-94.15779251022127
123,55,5075,-521.0288391403855
123,56,5215,-267.2413322004128
123,57,5308,-123.36579691756623
123,58,5406,-133.33506795241757
123,59,5537,-163.15550500642547
123,60,5654,-15.17718641297381
123,61,5758,-289.25145016961187
123,62,5853,-129.89435946968354
123,63,5922,-125.26781734191981
123,64,6008,-167.63658191372474
123,65,6120,-332.01123812982416
123,66,6260,-186.46547563623994
123,67,6339,-177.49680896728665
123,68,6458,-254.12332379572396
123,69,6593,-282.6599147074705
123,70,6656,-112.93130630103163
123,71,6744,-307.0094579050617
123,72,6852,-112.97019010024334
123,73,6941,-259.2970674643676
